,Date,Build,C&P Composite Index,Valid Case Num
232,2022-05-26,10551.0,95.95312214,1
233,2022-04-29,,67.13422221,1
234,2022-04-28,,67.87767953,1
235,2022-04-27,,70.44497568,1
236,2022-04-26,,69.12287328,1
237,2022-04-25,,67.93261229,1
238,2022-04-24,,69.41219233,1
239,2022-04-23,,68.5405609,1
240,2022-04-22,,68.79692308,1
241,2022-04-21,,68.87017142,1
242,2022-04-20,,69.57333727,1
243,2022-04-19,,69.49642861,1
244,2022-02-26,,90.60611526,1
245,2022-02-24,,92.09668324,1
246,2022-02-23,,92.37502132,1
247,2022-02-22,,92.10767119,1
248,2022-02-21,,95.25727972,1
249,2022-02-20,,93.24665974,1
250,2022-02-19,,93.78502033,1
251,2021-10-28,,102.1790867,1
252,2021-10-27,,106.863215,1
253,2021-10-25,,104.2702826,1
254,2021-10-24,,110.4925841,1
255,2021-10-21,,108.4050554,1
256,2021-10-20,,103.1898941,1
257,2021-10-18,,104.643838,1
258,2021-10-09,,112.6240645,1
259,2021-10-08,,110.8221946,1
260,2021-10-07,,113.1441095,1
261,2021-10-06,,110.6207651,1
262,2021-10-05,,109.4268438,1
263,2021-10-04,,112.3054419,1
264,2021-10-03,,113.7630461,1
265,2021-10-02,,113.7264219,1
266,2021-09-29,,110.6024566,1
267,2021-09-28,,111.0785568,1
268,2021-09-27,,110.1776218,1
269,2021-09-27,,111.3166104,1
270,2021-09-23,,112.8291542,1
271,2021-09-22,,109.9249199,1
272,2021-09-21,,112.4299557,1
273,2021-09-20,,109.4524801,1
274,2021-09-19,,110.2581978,1
275,2021-09-18,,108.71269,1
276,2021-09-17,,111.7927106,1
277,2021-08-30,,114.7555379,1
278,2021-08-28,,116.1801852,1
279,2021-08-02,,110.4376513,1
280,2021-07-31,,111.8806072,1
281,2021-07-30,,110.6976738,1
282,2021-07-29,,111.6681898,1
283,2021-07-29,,110.1263494,1
284,2021-07-27,,111.2653379,1
285,2021-07-27,,111.0419326,1
286,2021-07-24,,112.1626056,1
287,2021-07-23,,110.8478308,1
